case_id,source_year,stock_code_raw,stock_code_wind,dataset_split,split_reason,is_blind_test
ipo_2020_09979,2020,09979,9979.HK,development,chronological_2020_2023,false
ipo_2020_09983,2020,09983,9983.HK,development,chronological_2020_2023,false
ipo_2020_09986,2020,09986,9986.HK,development,chronological_2020_2023,false
ipo_2020_09987,2020,09987,9987.HK,development,chronological_2020_2023,false
ipo_2020_09989,2020,09989,9989.HK,development,chronological_2020_2023,false
ipo_2020_09990,2020,09990,9990.HK,development,chronological_2020_2023,false
ipo_2020_09991,2020,09991,9991.HK,development,chronological_2020_2023,false
ipo_2020_09992,2020,09992,9992.HK,development,chronological_2020_2023,false
ipo_2020_09993,2020,09993,9993.HK,development,chronological_2020_2023,false
ipo_2020_09995,2020,09995,9995.HK,development,chronological_2020_2023,false
ipo_2020_09996,2020,09996,9996.HK,development,chronological_2020_2023,false
ipo_2020_09997,2020,09997,9997.HK,development,chronological_2020_2023,false
ipo_2020_09999,2020,09999,9999.HK,development,chronological_2020_2023,false
ipo_2021_00013,2021,00013,0013.HK,development,chronological_2020_2023,false
ipo_2021_00020,2021,00020,0020.HK,development,chronological_2020_2023,false
ipo_2021_00606,2021,00606,0606.HK,development,chronological_2020_2023,false
ipo_2021_01024,2021,01024,1024.HK,development,chronological_2020_2023,false
ipo_2021_01228,2021,01228,1228.HK,development,chronological_2020_2023,false
ipo_2021_01413,2021,01413,1413.HK,development,chronological_2020_2023,false
ipo_2021_01473,2021,01473,1473.HK,development,chronological_2020_2023,false
ipo_2021_01491,2021,01491,1491.HK,development,chronological_2020_2023,false
ipo_2021_01927,2021,01927,1927.HK,development,chronological_2020_2023,false
ipo_2021_01948,2021,01948,1948.HK,development,chronological_2020_2023,false
ipo_2021_01965,2021,01965,1965.HK,development,chronological_2020_2023,false
ipo_2021_02015,2021,02015,2015.HK,development,chronological_2020_2023,false
ipo_2021_02137,2021,02137,2137.HK,development,chronological_2020_2023,false
ipo_2021_02150,2021,02150,2150.HK,development,chronological_2020_2023,false
ipo_2021_02155,2021,02155,2155.HK,development,chronological_2020_2023,false
ipo_2021_02160,2021,02160,2160.HK,development,chronological_2020_2023,false
ipo_2021_02161,2021,02161,2161.HK,development,chronological_2020_2023,false
ipo_2021_02162,2021,02162,2162.HK,development,chronological_2020_2023,false
ipo_2021_02165,2021,02165,2165.HK,development,chronological_2020_2023,false
ipo_2021_02170,2021,02170,2170.HK,development,chronological_2020_2023,false
ipo_2021_02171,2021,02171,2171.HK,development,chronological_2020_2023,false
ipo_2021_02175,2021,02175,2175.HK,development,chronological_2020_2023,false
ipo_2021_02177,2021,02177,2177.HK,development,chronological_2020_2023,false
ipo_2021_02185,2021,02185,2185.HK,development,chronological_2020_2023,false
ipo_2021_02187,2021,02187,2187.HK,development,chronological_2020_2023,false
ipo_2021_02190,2021,02190,2190.HK,development,chronological_2020_2023,false
ipo_2021_02191,2021,02191,2191.HK,development,chronological_2020_2023,false
ipo_2021_02192,2021,02192,2192.HK,development,chronological_2020_2023,false
ipo_2021_02195,2021,02195,2195.HK,development,chronological_2020_2023,false
ipo_2021_02197,2021,02197,2197.HK,development,chronological_2020_2023,false
ipo_2021_02205,2021,02205,2205.HK,development,chronological_2020_2023,false
ipo_2021_02207,2021,02207,2207.HK,development,chronological_2020_2023,false
ipo_2021_02209,2021,02209,2209.HK,development,chronological_2020_2023,false
ipo_2021_02210,2021,02210,2210.HK,development,chronological_2020_2023,false
ipo_2021_02215,2021,02215,2215.HK,development,chronological_2020_2023,false
ipo_2021_02216,2021,02216,2216.HK,development,chronological_2020_2023,false
ipo_2021_02217,2021,02217,2217.HK,development,chronological_2020_2023,false
ipo_2021_02219,2021,02219,2219.HK,development,chronological_2020_2023,false
ipo_2021_02235,2021,02235,2235.HK,development,chronological_2020_2023,false
ipo_2021_02250,2021,02250,2250.HK,development,chronological_2020_2023,false
ipo_2021_02251,2021,02251,2251.HK,development,chronological_2020_2023,false
ipo_2021_02252,2021,02252,2252.HK,development,chronological_2020_2023,false
ipo_2021_02256,2021,02256,2256.HK,development,chronological_2020_2023,false
ipo_2021_02257,2021,02257,2257.HK,development,chronological_2020_2023,false
ipo_2021_02260,2021,02260,2260.HK,development,chronological_2020_2023,false
ipo_2021_02265,2021,02265,2265.HK,development,chronological_2020_2023,false
ipo_2021_02270,2021,02270,2270.HK,development,chronological_2020_2023,false
ipo_2021_02273,2021,02273,2273.HK,development,chronological_2020_2023,false
ipo_2021_02276,2021,02276,2276.HK,development,chronological_2020_2023,false
ipo_2021_02279,2021,02279,2279.HK,development,chronological_2020_2023,false
ipo_2021_02285,2021,02285,2285.HK,development,chronological_2020_2023,false
ipo_2021_02378,2021,02378,2378.HK,development,chronological_2020_2023,false
ipo_2021_02518,2021,02518,2518.HK,development,chronological_2020_2023,false
ipo_2021_02618,2021,02618,2618.HK,development,chronological_2020_2023,false
ipo_2021_03658,2021,03658,3658.HK,development,chronological_2020_2023,false
ipo_2021_06127,2021,06127,6127.HK,development,chronological_2020_2023,false
ipo_2021_06601,2021,06601,6601.HK,development,chronological_2020_2023,false
ipo_2021_06606,2021,06606,6606.HK,development,chronological_2020_2023,false
ipo_2021_06608,2021,06608,6608.HK,development,chronological_2020_2023,false
ipo_2021_06609,2021,06609,6609.HK,development,chronological_2020_2023,false
ipo_2021_06611,2021,06611,6611.HK,development,chronological_2020_2023,false
ipo_2021_06616,2021,06616,6616.HK,development,chronological_2020_2023,false
ipo_2021_06622,2021,06622,6622.HK,development,chronological_2020_2023,false
ipo_2021_06626,2021,06626,6626.HK,development,chronological_2020_2023,false
ipo_2021_06628,2021,06628,6628.HK,development,chronological_2020_2023,false
ipo_2021_06633,2021,06633,6633.HK,development,chronological_2020_2023,false
ipo_2021_06668,2021,06668,6668.HK,development,chronological_2020_2023,false
ipo_2021_06669,2021,06669,6669.HK,development,chronological_2020_2023,false
ipo_2021_06680,2021,06680,6680.HK,development,chronological_2020_2023,false
ipo_2021_06699,2021,06699,6699.HK,development,chronological_2020_2023,false
ipo_2021_06821,2021,06821,6821.HK,development,chronological_2020_2023,false
ipo_2021_06909,2021,06909,6909.HK,development,chronological_2020_2023,false
ipo_2021_06913,2021,06913,6913.HK,development,chronological_2020_2023,false
ipo_2021_06939,2021,06939,6939.HK,development,chronological_2020_2023,false
ipo_2021_09626,2021,09626,9626.HK,development,chronological_2020_2023,false
ipo_2021_09699,2021,09699,9699.HK,development,chronological_2020_2023,false
ipo_2021_09858,2021,09858,9858.HK,development,chronological_2020_2023,false
ipo_2021_09868,2021,09868,9868.HK,development,chronological_2020_2023,false
ipo_2021_09869,2021,09869,9869.HK,development,chronological_2020_2023,false
ipo_2021_09888,2021,09888,9888.HK,development,chronological_2020_2023,false
ipo_2021_09889,2021,09889,9889.HK,development,chronological_2020_2023,false
ipo_2021_09898,2021,09898,9898.HK,development,chronological_2020_2023,false
ipo_2021_09899,2021,09899,9899.HK,development,chronological_2020_2023,false
ipo_2021_09956,2021,09956,9956.HK,development,chronological_2020_2023,false
ipo_2021_09959,2021,09959,9959.HK,development,chronological_2020_2023,false
ipo_2021_09960,2021,09960,9960.HK,development,chronological_2020_2023,false
ipo_2021_09961,2021,09961,9961.HK,development,chronological_2020_2023,false
ipo_2021_09982,2021,09982,9982.HK,development,chronological_2020_2023,false
ipo_2022_00314,2022,00314,0314.HK,development,chronological_2020_2023,false
ipo_2022_00816,2022,00816,0816.HK,development,chronological_2020_2023,false
ipo_2022_01204,2022,01204,1204.HK,development,chronological_2020_2023,false
ipo_2022_01244,2022,01244,1244.HK,development,chronological_2020_2023,false
ipo_2022_01406,2022,01406,1406.HK,development,chronological_2020_2023,false
ipo_2022_01407,2022,01407,1407.HK,development,chronological_2020_2023,false
ipo_2022_01489,2022,01489,1489.HK,development,chronological_2020_2023,false
ipo_2022_01880,2022,01880,1880.HK,development,chronological_2020_2023,false
ipo_2022_01947,2022,01947,1947.HK,development,chronological_2020_2023,false
ipo_2022_02121,2022,02121,2121.HK,development,chronological_2020_2023,false
ipo_2022_02145,2022,02145,2145.HK,development,chronological_2020_2023,false
ipo_2022_02147,2022,02147,2147.HK,development,chronological_2020_2023,false
ipo_2022_02152,2022,02152,2152.HK,development,chronological_2020_2023,false
ipo_2022_02157,2022,02157,2157.HK,development,chronological_2020_2023,false
ipo_2022_02167,2022,02167,2167.HK,development,chronological_2020_2023,false
ipo_2022_02172,2022,02172,2172.HK,development,chronological_2020_2023,false
ipo_2022_02179,2022,02179,2179.HK,development,chronological_2020_2023,false
ipo_2022_02237,2022,02237,2237.HK,development,chronological_2020_2023,false
ipo_2022_02245,2022,02245,2245.HK,development,chronological_2020_2023,false
ipo_2022_02246,2022,02246,2246.HK,development,chronological_2020_2023,false
ipo_2022_02291,2022,02291,2291.HK,development,chronological_2020_2023,false
ipo_2022_02297,2022,02297,2297.HK,development,chronological_2020_2023,false
ipo_2022_02306,2022,02306,2306.HK,development,chronological_2020_2023,false
ipo_2022_02315,2022,02315,2315.HK,development,chronological_2020_2023,false
ipo_2022_02321,2022,02321,2321.HK,development,chronological_2020_2023,false
ipo_2022_02325,2022,02325,2325.HK,development,chronological_2020_2023,false
ipo_2022_02347,2022,02347,2347.HK,development,chronological_2020_2023,false
ipo_2022_02350,2022,02350,2350.HK,development,chronological_2020_2023,false
ipo_2022_02352,2022,02352,2352.HK,development,chronological_2020_2023,false
ipo_2022_02361,2022,02361,2361.HK,development,chronological_2020_2023,false
ipo_2022_02367,2022,02367,2367.HK,development,chronological_2020_2023,false
ipo_2022_02370,2022,02370,2370.HK,development,chronological_2020_2023,false
ipo_2022_02372,2022,02372,2372.HK,development,chronological_2020_2023,false
ipo_2022_02373,2022,02373,2373.HK,development,chronological_2020_2023,false
ipo_2022_02376,2022,02376,2376.HK,development,chronological_2020_2023,false
ipo_2022_02385,2022,02385,2385.HK,development,chronological_2020_2023,false
ipo_2022_02390,2022,02390,2390.HK,development,chronological_2020_2023,false
ipo_2022_02391,2022,02391,2391.HK,development,chronological_2020_2023,false
ipo_2022_02392,2022,02392,2392.HK,development,chronological_2020_2023,false
ipo_2022_02402,2022,02402,2402.HK,development,chronological_2020_2023,false
ipo_2022_02407,2022,02407,2407.HK,development,chronological_2020_2023,false
ipo_2022_02411,2022,02411,2411.HK,development,chronological_2020_2023,false
ipo_2022_02418,2022,02418,2418.HK,development,chronological_2020_2023,false
ipo_2022_02420,2022,02420,2420.HK,development,chronological_2020_2023,false
ipo_2022_02422,2022,02422,2422.HK,development,chronological_2020_2023,false
ipo_2022_02425,2022,02425,2425.HK,development,chronological_2020_2023,false
ipo_2022_02427,2022,02427,2427.HK,development,chronological_2020_2023,false
ipo_2022_02436,2022,02436,2436.HK,development,chronological_2020_2023,false
ipo_2022_02440,2022,02440,2440.HK,development,chronological_2020_2023,false
ipo_2022_02450,2022,02450,2450.HK,development,chronological_2020_2023,false
ipo_2022_02455,2022,02455,2455.HK,development,chronological_2020_2023,false
ipo_2022_02457,2022,02457,2457.HK,development,chronological_2020_2023,false
ipo_2022_02458,2022,02458,2458.HK,development,chronological_2020_2023,false
ipo_2022_02459,2022,02459,2459.HK,development,chronological_2020_2023,false
ipo_2022_02469,2022,02469,2469.HK,development,chronological_2020_2023,false
ipo_2022_02602,2022,02602,2602.HK,development,chronological_2020_2023,false
ipo_2022_03611,2022,03611,3611.HK,development,chronological_2020_2023,false
ipo_2022_03660,2022,03660,3660.HK,development,chronological_2020_2023,false
ipo_2022_03931,2022,03931,3931.HK,development,chronological_2020_2023,false
ipo_2022_04801,2022,04801,4801.HK,development,chronological_2020_2023,false
ipo_2022_04841,2022,04841,4841.HK,development,chronological_2020_2023,false
ipo_2022_06610,2022,06610,6610.HK,development,chronological_2020_2023,false
ipo_2022_06639,2022,06639,6639.HK,development,chronological_2020_2023,false
ipo_2022_06660,2022,06660,6660.HK,development,chronological_2020_2023,false
ipo_2022_06661,2022,06661,6661.HK,development,chronological_2020_2023,false
ipo_2022_06667,2022,06667,6667.HK,development,chronological_2020_2023,false
ipo_2022_06678,2022,06678,6678.HK,development,chronological_2020_2023,false
ipo_2022_06686,2022,06686,6686.HK,development,chronological_2020_2023,false
ipo_2022_06689,2022,06689,6689.HK,development,chronological_2020_2023,false
ipo_2022_06696,2022,06696,6696.HK,development,chronological_2020_2023,false
ipo_2022_06698,2022,06698,6698.HK,development,chronological_2020_2023,false
ipo_2022_06922,2022,06922,6922.HK,development,chronological_2020_2023,false
ipo_2022_06929,2022,06929,6929.HK,development,chronological_2020_2023,false
ipo_2022_06955,2022,06955,6955.HK,development,chronological_2020_2023,false
ipo_2022_06963,2022,06963,6963.HK,development,chronological_2020_2023,false
ipo_2022_07801,2022,07801,7801.HK,development,chronological_2020_2023,false
ipo_2022_07841,2022,07841,7841.HK,development,chronological_2020_2023,false
ipo_2022_09638,2022,09638,9638.HK,development,chronological_2020_2023,false
ipo_2022_09696,2022,09696,9696.HK,development,chronological_2020_2023,false
ipo_2022_09857,2022,09857,9857.HK,development,chronological_2020_2023,false
ipo_2022_09863,2022,09863,9863.HK,development,chronological_2020_2023,false
ipo_2022_09877,2022,09877,9877.HK,development,chronological_2020_2023,false
ipo_2022_09878,2022,09878,9878.HK,development,chronological_2020_2023,false
ipo_2022_09886,2022,09886,9886.HK,development,chronological_2020_2023,false
ipo_2022_09896,2022,09896,9896.HK,development,chronological_2020_2023,false
ipo_2022_09955,2022,09955,9955.HK,development,chronological_2020_2023,false
ipo_2022_09985,2022,09985,9985.HK,development,chronological_2020_2023,false
ipo_2023_00666,2023,00666,0666.HK,development,chronological_2020_2023,false
ipo_2023_01111,2023,01111,1111.HK,development,chronological_2020_2023,false
ipo_2023_01274,2023,01274,1274.HK,development,chronological_2020_2023,false
ipo_2023_01284,2023,01284,1284.HK,development,chronological_2020_2023,false
ipo_2023_01405,2023,01405,1405.HK,development,chronological_2020_2023,false
ipo_2023_01497,2023,01497,1497.HK,development,chronological_2020_2023,false
ipo_2023_01519,2023,01519,1519.HK,development,chronological_2020_2023,false
ipo_2023_01541,2023,01541,1541.HK,development,chronological_2020_2023,false
ipo_2023_01973,2023,01973,1973.HK,development,chronological_2020_2023,false
ipo_2023_02105,2023,02105,2105.HK,development,chronological_2020_2023,false
ipo_2023_02149,2023,02149,2149.HK,development,chronological_2020_2023,false
ipo_2023_02268,2023,02268,2268.HK,development,chronological_2020_2023,false
ipo_2023_02271,2023,02271,2271.HK,development,chronological_2020_2023,false
ipo_2023_02405,2023,02405,2405.HK,development,chronological_2020_2023,false
ipo_2023_02409,2023,02409,2409.HK,development,chronological_2020_2023,false
ipo_2023_02415,2023,02415,2415.HK,development,chronological_2020_2023,false
ipo_2023_02416,2023,02416,2416.HK,development,chronological_2020_2023,false
ipo_2023_02419,2023,02419,2419.HK,development,chronological_2020_2023,false
ipo_2023_02429,2023,02429,2429.HK,development,chronological_2020_2023,false
ipo_2023_02433,2023,02433,2433.HK,development,chronological_2020_2023,false
ipo_2023_02439,2023,02439,2439.HK,development,chronological_2020_2023,false
ipo_2023_02442,2023,02442,2442.HK,development,chronological_2020_2023,false
ipo_2023_02451,2023,02451,2451.HK,development,chronological_2020_2023,false
ipo_2023_02453,2023,02453,2453.HK,development,chronological_2020_2023,false
ipo_2023_02473,2023,02473,2473.HK,development,chronological_2020_2023,false
ipo_2023_02477,2023,02477,2477.HK,development,chronological_2020_2023,false
ipo_2023_02480,2023,02480,2480.HK,development,chronological_2020_2023,false
ipo_2023_02481,2023,02481,2481.HK,development,chronological_2020_2023,false
ipo_2023_02482,2023,02482,2482.HK,development,chronological_2020_2023,false
ipo_2023_02483,2023,02483,2483.HK,development,chronological_2020_2023,false
ipo_2023_02486,2023,02486,2486.HK,development,chronological_2020_2023,false
ipo_2023_02487,2023,02487,2487.HK,development,chronological_2020_2023,false
ipo_2023_02489,2023,02489,2489.HK,development,chronological_2020_2023,false
ipo_2023_02490,2023,02490,2490.HK,development,chronological_2020_2023,false
ipo_2023_02496,2023,02496,2496.HK,development,chronological_2020_2023,false
ipo_2023_02498,2023,02498,2498.HK,development,chronological_2020_2023,false
ipo_2023_02499,2023,02499,2499.HK,development,chronological_2020_2023,false
ipo_2023_02501,2023,02501,2501.HK,development,chronological_2020_2023,false
ipo_2023_02502,2023,02502,2502.HK,development,chronological_2020_2023,false
ipo_2023_02503,2023,02503,2503.HK,development,chronological_2020_2023,false
ipo_2023_02511,2023,02511,2511.HK,development,chronological_2020_2023,false
ipo_2023_02516,2023,02516,2516.HK,development,chronological_2020_2023,false
ipo_2023_02517,2023,02517,2517.HK,development,chronological_2020_2023,false
ipo_2023_02520,2023,02520,2520.HK,development,chronological_2020_2023,false
ipo_2023_02521,2023,02521,2521.HK,development,chronological_2020_2023,false
ipo_2023_03650,2023,03650,3650.HK,development,chronological_2020_2023,false
ipo_2023_06682,2023,06682,6682.HK,development,chronological_2020_2023,false
ipo_2023_06683,2023,06683,6683.HK,development,chronological_2020_2023,false
ipo_2023_06911,2023,06911,6911.HK,development,chronological_2020_2023,false
ipo_2023_06959,2023,06959,6959.HK,development,chronological_2020_2023,false
ipo_2023_06979,2023,06979,6979.HK,development,chronological_2020_2023,false
ipo_2023_06990,2023,06990,6990.HK,development,chronological_2020_2023,false
ipo_2023_09636,2023,09636,9636.HK,development,chronological_2020_2023,false
ipo_2023_09663,2023,09663,9663.HK,development,chronological_2020_2023,false
ipo_2023_09669,2023,09669,9669.HK,development,chronological_2020_2023,false
ipo_2023_09676,2023,09676,9676.HK,development,chronological_2020_2023,false
ipo_2023_09686,2023,09686,9686.HK,development,chronological_2020_2023,false
ipo_2023_09690,2023,09690,9690.HK,development,chronological_2020_2023,false
ipo_2023_09860,2023,09860,9860.HK,development,chronological_2020_2023,false
ipo_2023_09880,2023,09880,9880.HK,development,chronological_2020_2023,false
ipo_2023_09885,2023,09885,9885.HK,development,chronological_2020_2023,false
ipo_2023_09890,2023,09890,9890.HK,development,chronological_2020_2023,false
ipo_2023_09930,2023,09930,9930.HK,development,chronological_2020_2023,false
ipo_2024_00300,2024,00300,0300.HK,validation,chronological_2024,false
ipo_2024_00325,2024,00325,0325.HK,validation,chronological_2024,false
ipo_2024_00805,2024,00805,0805.HK,validation,chronological_2024,false
ipo_2024_00917,2024,00917,0917.HK,validation,chronological_2024,false
ipo_2024_00999,2024,00999,0999.HK,validation,chronological_2024,false
ipo_2024_01318,2024,01318,1318.HK,validation,chronological_2024,false
ipo_2024_01334,2024,01334,1334.HK,validation,chronological_2024,false
ipo_2024_01354,2024,01354,1354.HK,validation,chronological_2024,false
ipo_2024_01471,2024,01471,1471.HK,validation,chronological_2024,false
ipo_2024_02228,2024,02228,2228.HK,validation,chronological_2024,false
