case_id,source_year,source_filename,relative_path,stock_code_raw,stock_code_wind,code_match_method,disclosure_date,company_short_name,offering_type,file_size_bytes,sha256,pdf_page_count,is_text_pdf,parser_status,parser_error_count,eod_available,dataset_split,annotation_status,notes
ipo_2020_01941,2020,01941_28-02-2020_燁星集團_全球發售.pdf,2020_138份/01941_28-02-2020_燁星集團_全球發售.pdf,01941,1941.HK,filename_5digit_to_wind_hk_equity,2020-02-28,燁星集團,全球發售,8900670,472f389b3069cfdeae586f4a6fe4c553cffb6bd3f808af5e637a72c078133816,571,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_01942,2020,01942_27-03-2020_MOG HOLDINGS_全球發售.pdf,2020_138份/01942_27-03-2020_MOG HOLDINGS_全球發售.pdf,01942,1942.HK,filename_5digit_to_wind_hk_equity,2020-03-27,MOG HOLDINGS,全球發售,10468057,3ebcaf5da05e1b9f32b1aa14098ed396b04fdcf0543dc87703125f5c56caf3bb,422,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_01945,2020,01945_16-12-2020_清科創業_全球發售.pdf,2020_138份/01945_16-12-2020_清科創業_全球發售.pdf,01945,1945.HK,filename_5digit_to_wind_hk_equity,2020-12-16,清科創業,全球發售,9116558,7f7aed3f7da0acd6ee0d9fddb8529993f0a28139ee6a7982317990486ee86947,450,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_01950,2020,01950_27-02-2020_深藍科技控股_全球發售.pdf,2020_138份/01950_27-02-2020_深藍科技控股_全球發售.pdf,01950,1950.HK,filename_5digit_to_wind_hk_equity,2020-02-27,深藍科技控股,全球發售,4698530,9c862df27d9f4d1e5d29fe55484d1be73fe864c186478d822404275048126c8b,580,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_01952,2020,01952_25-09-2020_雲頂新耀－Ｂ_全球發售.pdf,2020_138份/01952_25-09-2020_雲頂新耀－Ｂ_全球發售.pdf,01952,1952.HK,filename_5digit_to_wind_hk_equity,2020-09-25,雲頂新耀－Ｂ,全球發售,8013472,63f3aff217e49ac92bae0e512be0bad384309b65edd4f584d4ac8397f75da900,553,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_01953,2020,01953_14-04-2020_RIMBACO_股份發售.pdf,2020_138份/01953_14-04-2020_RIMBACO_股份發售.pdf,01953,1953.HK,filename_5digit_to_wind_hk_equity,2020-04-14,RIMBACO,股份發售,4826283,fc86555a81813a0c31d2ffe2e36086c6cc35f75fe159f9063da08a0d3664f88b,525,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_01957,2020,01957_18-06-2020_MBV INTL_全球發售.pdf,2020_138份/01957_18-06-2020_MBV INTL_全球發售.pdf,01957,1957.HK,filename_5digit_to_wind_hk_equity,2020-06-18,MBV INTL,全球發售,9126523,630afeb33536b6bb2add037e6d37324d708f6aba2cee9bf6202e207267a39c0b,494,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_01961,2020,01961_27-02-2020_九尊數字互娛_全球發售.pdf,2020_138份/01961_27-02-2020_九尊數字互娛_全球發售.pdf,01961,1961.HK,filename_5digit_to_wind_hk_equity,2020-02-27,九尊數字互娛,全球發售,10564593,18be934a7173d7d26738ad563536dc5542d15015725822ff9e254d23737d611b,598,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_01971,2020,01971_24-06-2020_弘陽服務_全球發售.pdf,2020_138份/01971_24-06-2020_弘陽服務_全球發售.pdf,01971,1971.HK,filename_5digit_to_wind_hk_equity,2020-06-24,弘陽服務,全球發售,6543297,67917e579063e078a11ed3f4441fff35b22e5412b29d823ee767f41e6abd2631,454,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_01981,2020,01981_30-06-2020_華夏視聽教育_全球發售.pdf,2020_138份/01981_30-06-2020_華夏視聽教育_全球發售.pdf,01981,1981.HK,filename_5digit_to_wind_hk_equity,2020-06-30,華夏視聽教育,全球發售,6207378,bb72f77dd07cfeaf0379e973233ba436984a509ba5167ff600adcd851fe9166e,461,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02057,2020,02057_17-09-2020_中通快遞－ＳＷ_全球發售.pdf,2020_138份/02057_17-09-2020_中通快遞－ＳＷ_全球發售.pdf,02057,2057.HK,filename_5digit_to_wind_hk_equity,2020-09-17,中通快遞－ＳＷ,全球發售,4341803,521c1b742aa384a7e6d4e062fabf2db097c5b2dbe9f870d4672fb0ce7cfd392a,386,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02096,2020,02096_13-10-2020_先聲藥業_全球發售.pdf,2020_138份/02096_13-10-2020_先聲藥業_全球發售.pdf,02096,2096.HK,filename_5digit_to_wind_hk_equity,2020-10-13,先聲藥業,全球發售,34793703,f4f9d0ba2db09ca9f099d8ff6bb448d9724ddbbe2ff2c9bc055186ab1bd8f06f,818,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02101,2020,02101_07-09-2020_福祿控股_全球發售.pdf,2020_138份/02101_07-09-2020_福祿控股_全球發售.pdf,02101,2101.HK,filename_5digit_to_wind_hk_equity,2020-09-07,福祿控股,全球發售,9014625,a613661e1d918c8f063e90a9836f95205dc11e1c437dd77a88fda3cc1d1a08fe,552,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02107,2020,02107_12-10-2020_第一服務控股_全球發售.pdf,2020_138份/02107_12-10-2020_第一服務控股_全球發售.pdf,02107,2107.HK,filename_5digit_to_wind_hk_equity,2020-10-12,第一服務控股,全球發售,3405666,2acdac690dd670fe309b845a63449ddb412af4a107e9797fecdb4850d6781b9c,642,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02110,2020,02110_23-11-2020_裕勤控股_股份發售.pdf,2020_138份/02110_23-11-2020_裕勤控股_股份發售.pdf,02110,2110.HK,filename_5digit_to_wind_hk_equity,2020-11-23,裕勤控股,股份發售,7631919,4c2b75775a9443ef11681fbac0d349e765fc7fdf370afc17ae5b5d29487eee81,524,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02115,2020,02115_22-09-2020_捷心隆_全球發售.pdf,2020_138份/02115_22-09-2020_捷心隆_全球發售.pdf,02115,2115.HK,filename_5digit_to_wind_hk_equity,2020-09-22,捷心隆,全球發售,4603750,f0c4f63f6c2b70025c4e1fbfa7105e0c409b0fcb4d3669e5608dd9b1c6361ae2,613,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02117,2020,02117_27-11-2020_大唐集團控股_全球發售.pdf,2020_138份/02117_27-11-2020_大唐集團控股_全球發售.pdf,02117,2117.HK,filename_5digit_to_wind_hk_equity,2020-11-27,大唐集團控股,全球發售,9233671,c9a79d9fd621a8b6e43b372f70910a7778f15cb38f221d3d76bd1b67c6743344,886,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02125,2020,02125_31-12-2020_稻草熊娛樂_全球發售.pdf,2020_138份/02125_31-12-2020_稻草熊娛樂_全球發售.pdf,02125,2125.HK,filename_5digit_to_wind_hk_equity,2020-12-31,稻草熊娛樂,全球發售,31066485,7b9a066fe1ab2dee26295a542933541268fc13b38bae87e6edd745c03bee2343,587,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02126,2020,02126_22-10-2020_藥明巨諾－Ｂ_全球發售.pdf,2020_138份/02126_22-10-2020_藥明巨諾－Ｂ_全球發售.pdf,02126,2126.HK,filename_5digit_to_wind_hk_equity,2020-10-22,藥明巨諾－Ｂ,全球發售,57089341,dd3a72e2ef31f0c7cd08bd106babb366595bb1e886a6fd7f07d29dd877dee7f7,840,true,not_run,0,true,development,shadow_automatic,B1 metadata inspection only; production Parser not run
ipo_2020_02127,2020,02127_14-12-2020_匯森家居_全球發售.pdf,2020_138份/02127_14-12-2020_匯森家居_全球發售.pdf,02127,2127.HK,filename_5digit_to_wind_hk_equity,2020-12-14,匯森家居,全球發售,7268628,f459937d7b7692609e372a34b8e29c65446efb97eb9f80ab06b0b98ebe5e9625,550,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02129,2020,02129_30-12-2020_LEGION CONSO_股份發售.pdf,2020_138份/02129_30-12-2020_LEGION CONSO_股份發售.pdf,02129,2129.HK,filename_5digit_to_wind_hk_equity,2020-12-30,LEGION CONSO,股份發售,10961495,4330ecd5c617acd6ea0caadd0a896bbbdb5a53ce2fd5d509ef865534f0e10095,537,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02130,2020,02130_30-09-2020_嘉泓物流_全球發售.pdf,2020_138份/02130_30-09-2020_嘉泓物流_全球發售.pdf,02130,2130.HK,filename_5digit_to_wind_hk_equity,2020-09-30,嘉泓物流,全球發售,5919309,8b287dabe245761c7ec4c701d603ed17e1a678a668e509738f96d96c53ad2932,594,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02131,2020,02131_07-12-2020_云想科技_全球發售.pdf,2020_138份/02131_07-12-2020_云想科技_全球發售.pdf,02131,2131.HK,filename_5digit_to_wind_hk_equity,2020-12-07,云想科技,全球發售,29983995,fc7f6b93866573fab556d36f4dc43b2ec1d4e12c05796694cafe69a1d6312c6a,497,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02132,2020,02132_30-09-2020_譽燊豐控股_股份發售.pdf,2020_138份/02132_30-09-2020_譽燊豐控股_股份發售.pdf,02132,2132.HK,filename_5digit_to_wind_hk_equity,2020-09-30,譽燊豐控股,股份發售,4856580,1eaf194e42acab12d306abf936ec9b090ec49c3fb6a945ed2b3302205e65850d,426,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02135,2020,02135_15-12-2020_瑞麗醫美_全球發售.pdf,2020_138份/02135_15-12-2020_瑞麗醫美_全球發售.pdf,02135,2135.HK,filename_5digit_to_wind_hk_equity,2020-12-15,瑞麗醫美,全球發售,16476193,9aaa6a7245cb9629ac31a2955049ec834cedf05ab28b41ba24515ba58799a0dc,606,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02142,2020,02142_30-11-2020_和鉑醫藥－Ｂ_全球發售.pdf,2020_138份/02142_30-11-2020_和鉑醫藥－Ｂ_全球發售.pdf,02142,2142.HK,filename_5digit_to_wind_hk_equity,2020-11-30,和鉑醫藥－Ｂ,全球發售,10475108,d9021ad63f438160981c8b4e0b4720d7449fbca182ff086c69695e34eea54859,654,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02146,2020,02146_31-12-2020_榮萬家_全球發售.pdf,2020_138份/02146_31-12-2020_榮萬家_全球發售.pdf,02146,2146.HK,filename_5digit_to_wind_hk_equity,2020-12-31,榮萬家,全球發售,3955288,d1e153a05fd41b8d2340ba7e1f0a4232bb3826ea686970c86d9b914842f7b61a,505,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02148,2020,02148_08-12-2020_VESYNC_全球發售.pdf,2020_138份/02148_08-12-2020_VESYNC_全球發售.pdf,02148,2148.HK,filename_5digit_to_wind_hk_equity,2020-12-08,VESYNC,全球發售,14369147,2ead630861c77616dd073275f4441040c055872c622bda0131ad62fc5dcc0af3,510,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02153,2020,02153_30-12-2020_達豐設備_全球發售.pdf,2020_138份/02153_30-12-2020_達豐設備_全球發售.pdf,02153,2153.HK,filename_5digit_to_wind_hk_equity,2020-12-30,達豐設備,全球發售,7526255,e9af09ef513a8fc2a2e75fa9e324dfa9828575cabaafd13cf9517a77a4f8ed48,573,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
ipo_2020_02158,2020,02158_31-12-2020_醫渡科技_全球發售.pdf,2020_138份/02158_31-12-2020_醫渡科技_全球發售.pdf,02158,2158.HK,filename_5digit_to_wind_hk_equity,2020-12-31,醫渡科技,全球發售,8671591,0e49c3956819ea6737c19960f5702ab5557f7436efb609384e4b457005206f7d,645,true,not_run,0,true,development,unreviewed,B1 metadata inspection only; production Parser not run
