taskset_version,case_id,stock_code,company_name,source_year,dataset_split,page_count,pdf_sha256,packet_path,source_validation_status
expert_golden_100_v1,ipo_2020_09600,9600.HK,新紐科技,2020,development,480,910a88642233aabbdb2f008d84deb7b1ca124bdb0e224d63db948076d8ce9809,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2020_09600,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2020_09633,9633.HK,農夫山泉,2020,development,549,0ccd4fd34d53384bab305753d8884ecae9d72c2df949865b1741b61caf314bce,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2020_09633,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2020_09901,9901.HK,新東方－Ｓ,2020,development,465,f4f6a1b6833f58abf57a19a2152c8130048758947786eb79bd12176e241e6c3d,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2020_09901,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2020_09986,9986.HK,大山教育,2020,development,611,ba5f00703a5535c1b75eb5d9af50d5397966f2c8accee78e5c1299785b79bbff,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2020_09986,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_00013,0013.HK,和黃醫藥,2021,development,819,84ee3b9d141df98e3cdc4d85836e1ddcfa4dc983fd222a5258c44da468d13f47,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_00013,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_00606,0606.HK,中駿商管,2021,development,525,163c377cafbd01cd32a3fb8176787a3eb29b0f4512f04ca3e184017b1660d228,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_00606,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_01024,1024.HK,快手－Ｗ,2021,development,848,7f37b0bd780b18d368ec8d15350fbb9615497b2ae0546e4391cd7503602fea6d,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_01024,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_01413,1413.HK,廣聯工程控股,2021,development,490,c44cfcb11038be254e385c8f8770359a783bb13dd4e09b5b8316996a6d52ee53,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_01413,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_01927,1927.HK,久久王,2021,development,474,13ec97ab513909d3a8ebf7e6b74f3e99f2b5559edd9a6897f92c6715528ddd5c,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_01927,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_02015,2015.HK,理想汽車－Ｗ,2021,development,626,182f6d8aeb9436c058609e7e4f908419b2913859b3fddcbc610ea7ef5e931332,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_02015,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_02137,2137.HK,騰盛博藥－Ｂ,2021,development,684,5b5816e86391892d1495b2341e00bf0b5f8fc36d8032de2b7f813d950e90d01b,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_02137,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_02160,2160.HK,心通醫療－Ｂ,2021,development,544,bd38e50bf3967507acb9c3978944d71b41f0b05a42de5b4233ff3c7e41df6687,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_02160,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_02190,2190.HK,歸創通橋－Ｂ,2021,development,716,930888e3492f193ace220d15efae981ba5474bdcdc020e8838af2c2ee360beed,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_02190,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_02215,2215.HK,德信服務集團,2021,development,562,994398f93e51959b8b94c3b9767970651c2099f60c9c1cc831ee2708939a48a1,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_02215,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_02235,2235.HK,微泰醫療－Ｂ,2021,development,661,aef0d7097739d39590dc68ffac9110e82e640985e6f6ff8f86a39067016974e2,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_02235,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_02518,2518.HK,汽車之家－Ｓ,2021,development,376,1a9d25b9f9249c172d6dce5c3f843054ee916cb812dcc98b86032d624d9709a9,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_02518,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_03658,3658.HK,新希望服務,2021,development,577,5ff761f55e35e056ba8ca9889a4e75e2adfadff17663c6908a5314eb91f4dd97,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_03658,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_06601,6601.HK,朝雲集團,2021,development,593,191f896ca0332fcfc6ff6d3a35e41d0fd20c6f3b6949468097010d8cd80d59b9,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_06601,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_06628,6628.HK,創勝集團－Ｂ,2021,development,705,f9935fcc36c5ee958b98c0ce92a8c5449f99daceb3ca0f9517df277106470556,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_06628,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_06668,6668.HK,星盛商業,2021,development,594,241ca562155cae66a4437831986cad4416d7d42191afb75a9829c424104d5ba0,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_06668,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_06821,6821.HK,凱萊英,2021,development,735,ea3b41013c970e476a840bb4b972be64953b7a4380f48f3eb8cfab0cfd4be8be,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_06821,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_09626,9626.HK,嗶哩嗶哩－ＳＷ,2021,development,450,be35c5e041222cc20f900625efb9a4b9ebbc293a5287d4e2b61bf95983e2e27c,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_09626,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_09898,9898.HK,微博－ＳＷ,2021,development,566,7553299e1dfbd2f1e4269d4e351d013c521d7d4e6903744682c7fd6e0821a9f7,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_09898,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2021_09982,9982.HK,中原建業,2021,development,430,e5ac20fa4fca1816bfe65f6f1a467bf83beefd77f5b2f043f29d4efa3203b075,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2021_09982,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_00314,0314.HK,思派健康,2022,development,551,f774411f7d88a9f0fa10209ed7cd2fa6adba693d27475006b0e83792704f4501,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_00314,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_00816,0816.HK,金茂服務,2022,development,684,60676b038ecf142ebed311c9344efd12fe78124e4a85143c4ff6add7fca95100,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_00816,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_01204,1204.HK,博維智慧,2022,development,502,d71271444d8ef2dfa72756b41838051a7be3e6cbb4d3038034678edbb3ea147d,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_01204,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_01406,1406.HK,清晰醫療,2022,development,482,622e4ea97bd041404406e1da3472fde245f7c775d058a56043790e152fbdd500,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_01406,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_01880,1880.HK,中國中免,2022,development,623,60f2c7ad3a69088d7f13707f4de0623e9b9c03c18691d76873f3aa51f4bb4b37,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_01880,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_02121,2121.HK,創新奇智,2022,development,546,e335e0af377fb176407797dc5fdb72fcc88d27166b728c7ed516d2157520e057,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_02121,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_02145,2145.HK,上美股份,2022,development,664,46cc827247065aa6f3003249a663e3ed4116e7123cc5750cc18c959a74dc2d7e,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_02145,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_02179,2179.HK,瑞科生物－Ｂ,2022,development,655,aa8c5e8e370e0072e8158afde83eee9d28fa8a0637a278514d242fae9d863ceb,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_02179,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_02237,2237.HK,中國石墨,2022,development,662,347f579d031a1aafe298ed756b336b39b5359c8f075af1301d2522386a4314a9,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_02237,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_02372,2372.HK,偉立控股,2022,development,466,f4f69ded626517bb0b69d2744c1dcc8033697830db88c279596a4ceb72e34e33,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_02372,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_02407,2407.HK,高視醫療,2022,development,686,76558d6414b429e7397dd05358487f35789b8615c836edf915fad893433de0fe,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_02407,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_02450,2450.HK,淮北綠金股份,2022,development,871,ea5002bf4b6f57a58aa228de338d2c1a5de39bdb240c797d3e0241e88dc116f7,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_02450,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_02602,2602.HK,萬物雲,2022,development,829,398087b758fce1142427d2014de1d94e00310c1cd0ea03fc30fc96042f85755f,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_02602,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_06610,6610.HK,飛天雲動,2022,development,772,726e923278ee3b3040fc5c65f5fe3b791bbb9857ed66f85bd23eb33e0b776967,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_06610,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_06698,6698.HK,星空華文,2022,development,729,1c90b9375beccdcffaf6c3ad8d20057b0ba0497c0be09fae4e9d7446e9b9fb92,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_06698,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_06922,6922.HK,康灃生物－Ｂ,2022,development,644,870bae207ad9c308d9d8f32b46ebf78f3aa5f6bd6368206001d12cf897491272,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_06922,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_09638,9638.HK,法拉帝,2022,development,708,6030a6fea23dc00889a9c1cff82d93c66897c2c54a5b644811dd93814f488d08,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_09638,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_09863,9863.HK,零跑汽車,2022,development,740,6eb1b59f728ffad582efa6f62d578bfe81ee833665d9f2ad4933ac8e5fcc6290,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_09863,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_09886,9886.HK,叮噹健康,2022,development,619,b63e16c1dda2cd8a0e567b597b34fa5a07ab7c1ca33a7b26befe9f364f2e993a,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_09886,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2022_09985,9985.HK,衛龍,2022,development,523,358b23fe1620fa20fa4c915d3d7fcb3235410525158041df161eb6f2f6077aee,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2022_09985,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_00666,0666.HK,瑞浦蘭鈞,2023,development,759,cfe581dc78d7d2140f73d59253e1dc9be6d6b01ca716add268d93730afbb8508,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_00666,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_01111,1111.HK,華視集團控股,2023,development,642,292dfaade58de1135ec5382bd5c37e6360928d5bd168e02fc19fb30b148cdc5c,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_01111,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_01274,1274.HK,知行汽車科技,2023,development,676,592e77602c05f791ec91258863a15f1f3cce496ca90747a527a60924c1b9bcbd,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_01274,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_01405,1405.HK,達勢股份,2023,development,608,562669a9ef2e15b4ce9860717d92ac624e3af225065a635da040501d0781d0cf,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_01405,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_01541,1541.HK,宜明昂科－Ｂ,2023,development,570,70ea01d9d57cf3367438a5794851a3a97beee55c1d142d07f4ba6a0f5466c785,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_01541,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_01973,1973.HK,天圖投資,2023,development,820,263a66a300190e361748a697e0c682e18870c8ff5d3dffc22ae283747d026c74,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_01973,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_02105,2105.HK,來凱醫藥－Ｂ,2023,development,592,4a5cfd286c567112f6883ed1697b927cba80da0357de34ba3777d26fcabe110f,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_02105,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_02268,2268.HK,藥明合聯,2023,development,598,8a02036b2a27b11a333d5546fd11e8c2e111a7a6b6a18f4d5373ac9def2af666,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_02268,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_02405,2405.HK,力盟科技,2023,development,552,35594538f6d24d5924c6cf2fa52e1cc5e1d6976d0a895fd6a2f55d832f32e9a8,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_02405,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_02451,2451.HK,綠源集團控股,2023,development,685,a43b4b860aacf19d9f447bd71a583b77abbe245b0d901b3580430288f8044327,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_02451,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_02473,2473.HK,喜相逢集團,2023,development,682,d1f49ec4f6df956ce928963713731524cd1b5fe9043cca0fe5148dbca28a4b20,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_02473,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_02486,2486.HK,普樂師集團控股,2023,development,611,99f584129b87c08f280b10d8c7dce69ba254d2e92c06d820b7dd7035568db209,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_02486,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_02501,2501.HK,邁越科技,2023,development,662,cace1dc373b204df4467893559ffcedd0c00a3239cc49a6d2618182bea47efc7,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_02501,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_02503,2503.HK,中深建業,2023,development,522,5fb0c2f720d6b2854056f3f0de856dfc47aace16bb32423c9e44e4e5dc30d883,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_02503,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_02511,2511.HK,君聖泰醫藥－Ｂ,2023,development,636,c0135073c82118e907262239d24ab00e518223a6b7c8d64522b9f34e172c1bf3,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_02511,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_02517,2517.HK,鍋圈,2023,development,567,294caee7cf7c6733c7bacf554424a4316aa89b43778b217a6815735047a0ed81,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_02517,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_02521,2521.HK,升輝清潔,2023,development,568,8327c8710c30f8c8066259386235252e69fbd471a1cd6001c4e0060357cbf015,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_02521,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_06682,6682.HK,第四範式,2023,development,624,259767c536a5f90c9a63ba19901f3ba1a219b7fe1d4db6a105af60e14119b834,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_06682,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_09690,9690.HK,途虎－Ｗ,2023,development,768,9a997111531d64d47d55de64539ae756104a15a378dbae4d3e41c7e09ecc9afc,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_09690,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2023_09930,9930.HK,宏信建發,2023,development,657,2fbc582c1b4c60aaa7fe8ca3ef040916c987f72f38a9d1d20a441188d571b640,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2023_09930,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_00300,0300.HK,美的集團,2024,validation,741,c9a4ad22a87cfa9f02bede2120a7e1b7a689f35a2908300341a4e8391f1d8707,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_00300,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_00805,0805.HK,新吉奧房車,2024,validation,554,ae0005026341b2e451e596b67e54696b47350b51fc3f1573656abf7c2fc2b354,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_00805,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_00999,0999.HK,小菜園,2024,validation,475,e1cd828eac661ecf88718fa6a4e2fbf91a261f0c5439f77f82a394139c83699a,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_00999,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_01318,1318.HK,毛戈平,2024,validation,617,751fbe516187b926f4292e7c2251812a173b053f53c56d5657e4789c6e5f79a3,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_01318,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_01471,1471.HK,眾淼控股,2024,validation,584,4f04d84e9156f5167b3a3a8b2dd306d36fcebaf45983d3f4d474cbdd4b079f77,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_01471,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02228,2228.HK,QUANTUMPH-P,2024,validation,847,e1867c5b20fc2e516b9f31855e0c40acb39a161af4ce9267926a745fa34a3ddf,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02228,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02410,2410.HK,同源康醫藥－Ｂ,2024,development_exception,706,6c8179a58ac265d5a729895ef30db910dc15cee0a53ce653e866d487d29655cb,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02410,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02431,2431.HK,佑駕創新,2024,validation,694,9bdea1f191199eda4c6fd99ec1ed453797309bc96ea9f28d5b4e151121546ba6,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02431,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02460,2460.HK,華潤飲料,2024,validation,579,036c61af76dc6e9e4aad070e8643e9c735c020f514cd3a3682ad2e6a43346485,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02460,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02495,2495.HK,聲通科技,2024,validation,729,3aec1fb56df0afd44e184e64bafa2b58ff1f85952a8cf95d309e7d7358878922,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02495,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02506,2506.HK,訊飛醫療科技,2024,validation,740,7bfb36e9b1645715c9e47b6415b368242f254b0b8e8bf4970eaafa5d557c575e,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02506,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02519,2519.HK,傲基股份,2024,validation,599,2353ff5f1458c1f595e7a85e90dca40f9ad6adf85b657e6391930fb86a921788,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02519,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02533,2533.HK,黑芝麻智能,2024,validation,650,0dd34934bfcf6dcaea82e4bbe784a0339918adb9f121d47b6c53f6163d5e69b6,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02533,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02550,2550.HK,宜搜科技,2024,validation,655,bbe7129f5a63bee6e744349d8b7925b7470f8d9b8042e0072f58696c669a9e21,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02550,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02567,2567.HK,七牛智能,2024,validation,666,a35b9b8efdb23bd111a7a60b530e4be4df511a736620e4cac65b1b6e6f2e0ab5,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02567,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02585,2585.HK,夢金園,2024,validation,778,7e37748fe631a90a77a7146e03136c0139c32acc540ba49adfa95750fc80f063,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02585,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_02613,2613.HK,匯舸環保,2024,validation,614,878fc3fdba824fcc475a60b04fa5092858573065e8645a1380ba5a4759e764d7,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_02613,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_06657,6657.HK,百望股份,2024,validation,617,dde7811c9f51d911847c8767b88b12e918a9c3d6c6e1c7f2703669e1a8833541,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_06657,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_06936,6936.HK,順豐控股,2024,validation,744,eefb0733e229a879bd84e3016b6d20babd854926c6b486453dcaf62c0ee41514,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_06936,validated_from_catalog_metadata
expert_golden_100_v1,ipo_2024_09639,9639.HK,榮利營造,2024,validation,604,b4c0e070f175f963edbc0cfc64f8ba98d8b0db8090c7561b66204a4c4271d2f7,docs/annotation/gpt_expert_v1_1/case_packets/ipo_2024_09639,validated_from_catalog_metadata
